// 现代汉语语料库词语分词类频率表,,,,,,
// 语料规模:2000万字,,,,,,
// 只列入出现次数大于50次的词,,,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,,,
// id,词语,词类标记,词类名称,出现次数,频率,累积频率
7194,行动,v,动词,149,0.0016,85.91320000000051
7195,丁,n,名词,149,0.0016,85.90520000000053
7196,嘿嘿,o,拟声词,149,0.0016,85.90360000000054
7197,叠,v,动词,149,0.0016,85.90200000000054
7198,司法,v,动词,149,0.0016,85.90040000000054
7199,一路上,nl,处所名词,149,0.0016,85.89880000000055
7200,元,nt,时间名词,149,0.0016,85.91000000000052
7201,畜牧业,n,名词,149,0.0016,85.91480000000051
7202,闭上,v,动词,149,0.0016,85.91640000000051
7203,其一,r,代词,149,0.0016,85.9180000000005
7204,速,a,形容词,149,0.0016,85.9196000000005
7205,童年,n,名词,149,0.0016,85.9212000000005
7206,图上,nl,处所名词,149,0.0016,85.92280000000049
7207,体裁,n,名词,149,0.0016,85.92920000000048
7208,管理,n,名词,149,0.0016,85.92440000000049
7209,级,q,量词,149,0.0016,85.91160000000052
7210,新时期,n,名词,148,0.0015,85.9836000000003
7211,黄土,n,名词,148,0.0015,85.97910000000032
7212,物化,v,动词,148,0.0015,85.98510000000029
7213,不及,v,动词,148,0.0015,85.98660000000028
7214,增进,v,动词,148,0.0015,85.98810000000027
7215,楼房,n,名词,148,0.0015,85.98960000000027
7216,高速,a,形容词,148,0.0015,85.99110000000026
7217,籍,n,名词,148,0.0015,85.99260000000025
7218,思路,n,名词,148,0.0015,85.99410000000024
7219,乐队,n,名词,148,0.0015,85.99560000000024
7220,莫名其妙,i,习用语,148,0.0015,85.99710000000023
7221,筑,v,动词,148,0.0015,85.97610000000033
7222,金刚石,n,名词,148,0.0015,85.9821000000003
7223,列为,v,动词,148,0.0015,85.98060000000031
7224,当做,v,动词,148,0.0015,85.96260000000039
7225,锌,n,名词,148,0.0015,85.96410000000039
7226,萨满,n,名词,148,0.0015,85.96560000000038
7227,交织,v,动词,148,0.0015,85.96710000000037
7228,烦恼,a,形容词,148,0.0015,85.96860000000036
7229,车辆,n,名词,148,0.0015,85.97010000000036
7230,储备,v,动词,148,0.0015,85.97160000000035
7231,就算,c,连词,148,0.0015,85.97760000000032
7232,受精,v,动词,148,0.0015,85.97310000000034
7233,家人,n,名词,148,0.0015,85.9611000000004
7234,裤子,n,名词,148,0.0015,85.97460000000034
7235,期,q,量词,147,0.0015,86.03910000000003
7236,始,n,名词,147,0.0015,86.02710000000009
7237,好象是,v,动词,147,0.0015,86.0256000000001
7238,童话,n,名词,147,0.0015,86.02860000000008
7239,复辟,v,动词,147,0.0015,86.03010000000008
7240,纸上,nl,处所名词,147,0.0015,86.03160000000007
7241,质变,n,名词,147,0.0015,86.03310000000006
7242,峰,n,名词,147,0.0015,86.03460000000005
7243,选出,v,动词,147,0.0015,86.03610000000005
7244,向来,d,副词,147,0.0015,86.03760000000004
7245,四项基本原则,n,名词,147,0.0015,86.05259999999997
7246,最新,a,形容词,147,0.0015,86.04060000000003
7247,参谋,n,名词,147,0.0015,86.04210000000002
7248,达尔文,nh,人名,147,0.0015,86.04360000000001
7249,卡,n,名词,147,0.0015,86.0451
7250,牢固,a,形容词,147,0.0015,86.0466
7251,搁,v,动词,147,0.0015,86.04959999999998
7252,上诉,v,动词,147,0.0015,86.05109999999998
7253,恶化,v,动词,147,0.0015,86.02110000000012
7254,期待,v,动词,147,0.0015,86.02260000000011
7255,手表,n,名词,147,0.0015,86.01060000000017
7256,小球,n,名词,147,0.0015,86.04809999999999
7257,亲,a,形容词,147,0.0015,86.00160000000021
7258,嵌,v,动词,147,0.0015,86.0031000000002
7259,中原,ns,地名,147,0.0015,86.0046000000002
7260,样式,n,名词,147,0.0015,86.00610000000019
7261,决心,d,副词,147,0.0015,86.00760000000018
7262,柔和,a,形容词,147,0.0015,86.00910000000017
7263,浪花,n,名词,147,0.0015,86.00010000000022
7264,单调,a,形容词,147,0.0015,86.01210000000016
7265,绘,v,动词,147,0.0015,86.01360000000015
7266,不等,a,形容词,147,0.0015,86.01510000000015
7267,化为,v,动词,147,0.0015,86.01660000000014
7268,不惜,v,动词,147,0.0015,86.01810000000013
7269,电离,v,动词,147,0.0015,86.0241000000001
7270,纵队,n,名词,147,0.0015,86.01960000000012
7271,阴影,n,名词,147,0.0015,85.99860000000022
7272,跃,v,动词,146,0.0015,86.08109999999984
7273,歼灭,v,动词,146,0.0015,86.10359999999973
7274,吾人,r,代词,146,0.0015,86.08559999999981
7275,统一性,n,名词,146,0.0015,86.07959999999984
7276,大幅度,n,名词,146,0.0015,86.08709999999981
7277,大雨,n,名词,146,0.0015,86.0885999999998
7278,二十七,m,数词,146,0.0015,86.0900999999998
7279,洪,nhf,人名-姓,146,0.0015,86.09159999999979
7280,新颖,a,形容词,146,0.0015,86.09309999999978
7281,客气,a,形容词,146,0.0015,86.10059999999974
7282,严峻,a,形容词,146,0.0015,86.09459999999977
7283,子孙,n,名词,146,0.0015,86.09759999999976
7284,报告文学,n,名词,146,0.0015,86.09909999999975
7285,古代,n,名词,146,0.0015,86.10509999999972
7286,追究,v,动词,146,0.0015,86.10209999999974
7287,装有,v,动词,146,0.0015,86.09609999999977
7288,抄,v,动词,146,0.0015,86.08409999999982
7289,自主权,n,名词,146,0.0015,86.07509999999986
7290,欲,n,名词,146,0.0015,86.06159999999993
7291,松树,n,名词,146,0.0015,86.06459999999991
7292,扫荡,v,动词,146,0.0015,86.05859999999994
7293,辣椒,n,名词,146,0.0015,86.05709999999995
7294,景物,n,名词,146,0.0015,86.07659999999986
7295,私有,v,动词,146,0.0015,86.05559999999996
7296,还给,v,动词,146,0.0015,86.08259999999983
7297,子弟,n,名词,146,0.0015,86.05409999999996
7298,武力,n,名词,146,0.0015,86.06009999999993
7299,领导班子,n,名词,146,0.0015,86.0660999999999
7300,爸,n,名词,146,0.0015,86.0675999999999
7301,流出,v,动词,146,0.0015,86.06909999999989
7302,慎重,a,形容词,146,0.0015,86.07059999999989
7303,拦住,v,动词,146,0.0015,86.07809999999985
7304,向,n,名词,146,0.0015,86.07209999999988
7305,导管,n,名词,146,0.0015,86.06309999999992
7306,一般来说,c,连词,146,0.0015,86.07359999999987
7307,忠实,a,形容词,145,0.0015,86.1740999999994
7308,隔离,v,动词,145,0.0015,86.15459999999949
7309,感性,n,名词,145,0.0015,86.1515999999995
7310,政治学,n,名词,145,0.0015,86.15759999999948
7311,串,v,动词,145,0.0015,86.15909999999947
7312,遮,v,动词,145,0.0015,86.16059999999946
7313,没什么,i,习用语,145,0.0015,86.16209999999946
7314,前线,nl,处所名词,145,0.0015,86.16359999999945
7315,南下,v,动词,145,0.0015,86.16509999999944
7316,辩护,v,动词,145,0.0015,86.16659999999943
7317,用作,v,动词,145,0.0015,86.16809999999943
7318,差点,d,副词,145,0.0015,86.16959999999942
7319,秋季,nt,时间名词,145,0.0015,86.17109999999941
7320,僧侣,n,名词,145,0.0015,86.14859999999952
7321,精密,a,形容词,145,0.0015,86.17559999999939
7322,火光,n,名词,145,0.0015,86.1530999999995
7323,陷,v,动词,145,0.0015,86.19359999999931
7324,遇见,v,动词,145,0.0015,86.18459999999935
7325,达成,v,动词,145,0.0015,86.19059999999932
7326,二十六,m,数词,145,0.0015,86.18909999999933
7327,结局,n,名词,145,0.0015,86.18759999999934
7328,答复,v,动词,145,0.0015,86.18609999999934
7329,入党,v,动词,145,0.0015,86.19209999999931
7330,星期天,nt,时间名词,145,0.0015,86.18309999999936
7331,钻研,v,动词,145,0.0015,86.18159999999936
7332,原先,d,副词,145,0.0015,86.18009999999937
7333,陆,nhf,人名-姓,145,0.0015,86.17859999999938
7334,人民公社,n,名词,145,0.0015,86.1725999999994
7335,窗子,n,名词,145,0.0015,86.17709999999938
7336,快要,vu,能愿动词,145,0.0015,86.15609999999948
7337,伞,n,名词,145,0.0015,86.14709999999953
7338,政,n,名词,145,0.0015,86.12459999999963
7339,捕捞,v,动词,145,0.0015,86.12609999999962
7340,湍流,n,名词,145,0.0015,86.12009999999965
7341,适合于,v,动词,145,0.0015,86.11859999999966
7342,光芒,n,名词,145,0.0015,86.10659999999972
7343,常识,n,名词,145,0.0015,86.11709999999967
7344,搏斗,v,动词,145,0.0015,86.12759999999962
7345,礼物,n,名词,145,0.0015,86.11559999999967
7346,真空,n,名词,145,0.0015,86.11409999999968
7347,山顶,nl,处所名词,145,0.0015,86.11259999999969
7348,短暂,a,形容词,145,0.0015,86.1110999999997
7349,调解,v,动词,145,0.0015,86.1095999999997
7350,路程,n,名词,145,0.0015,86.10809999999971
7351,来临,v,动词,145,0.0015,86.12909999999961
7352,移到,v,动词,145,0.0015,86.1305999999996
7353,呐,u,助词,145,0.0015,86.1320999999996
7354,小儿,n,名词,145,0.0015,86.13359999999959
7355,珍珠,n,名词,145,0.0015,86.13509999999958
7356,奥运会,j,缩略语,145,0.0015,86.13659999999958
7357,锤,n,名词,145,0.0015,86.15009999999951
7358,扰动,v,动词,145,0.0015,86.13809999999957
7359,分明,a,形容词,145,0.0015,86.12309999999964
7360,定向,v,动词,145,0.0015,86.13959999999956
7361,每逢,v,动词,145,0.0015,86.14109999999955
7362,长久,n,名词,145,0.0015,86.14259999999955
7363,握手,v,动词,145,0.0015,86.14409999999954
7364,课本,n,名词,145,0.0015,86.14559999999953
7365,局限性,n,名词,145,0.0015,86.12159999999965
7366,水文,n,名词,144,0.0015,86.259599999999
7367,筷子,n,名词,144,0.0015,86.24759999999905
7368,干吗,v,动词,144,0.0015,86.23259999999912
7369,再见,v,动词,144,0.0015,86.22959999999914
7370,都市,n,名词,144,0.0015,86.23409999999912
7371,准备,n,名词,144,0.0015,86.23559999999911
7372,网络,n,名词,144,0.0015,86.2370999999991
7373,责任感,n,名词,144,0.0015,86.2385999999991
7374,小朋友,n,名词,144,0.0015,86.24009999999909
7375,预期,v,动词,144,0.0015,86.24159999999908
7376,司法,n,名词,144,0.0015,86.24309999999907
7377,罪行,n,名词,144,0.0015,86.24459999999907
7378,怎么说,v,动词,144,0.0015,86.22509999999916
7379,肝脏,n,名词,144,0.0015,86.26109999999899
7380,中枢,n,名词,144,0.0015,86.24909999999905
7381,局势,n,名词,144,0.0015,86.258099999999
7382,稍稍,d,副词,144,0.0015,86.25659999999901
7383,纬,n,名词,144,0.0015,86.25509999999902
7384,表层,n,名词,144,0.0015,86.25359999999903
7385,充实,a,形容词,144,0.0015,86.25209999999903
7386,同等,a,形容词,144,0.0015,86.24609999999906
7387,蚊子,n,名词,144,0.0015,86.25059999999904
7388,形象思维,n,名词,144,0.0015,86.23109999999913
7389,活儿,n,名词,144,0.0015,86.22659999999915
7390,调,n,名词,144,0.0015,86.20259999999926
7391,库,n,名词,144,0.0015,86.20559999999925
7392,高等学校,n,名词,144,0.0015,86.20409999999926
7393,乒乓球,n,名词,144,0.0015,86.21009999999923
7394,快活,a,形容词,144,0.0015,86.20109999999927
7395,亲热,a,形容词,144,0.0015,86.19959999999928
7396,除了,d,副词,144,0.0015,86.19809999999929
7397,弥漫,v,动词,144,0.0015,86.1965999999993
7398,化学性质,n,名词,144,0.0015,86.1950999999993
7399,院里,nl,处所名词,144,0.0015,86.20709999999924
7400,一行,mq,数量,144,0.0015,86.21159999999922
7401,退化,v,动词,144,0.0015,86.21309999999922
7402,前去,v,动词,144,0.0015,86.21459999999921
7403,宗旨,n,名词,144,0.0015,86.2160999999992
7404,雪花,n,名词,144,0.0015,86.2175999999992
7405,手掌,n,名词,144,0.0015,86.21909999999919
7406,无机,f,区别词,144,0.0015,86.22809999999915
7407,同年,nt,时间名词,144,0.0015,86.22059999999918
7408,抱住,v,动词,144,0.0015,86.20859999999924
7409,处分,n,名词,144,0.0015,86.22209999999917
7410,冒险,v,动词,144,0.0015,86.22359999999917
7411,琢磨,v,动词,143,0.0015,86.29259999999884
7412,支撑,v,动词,143,0.0015,86.29409999999883
7413,自信,v,动词,143,0.0015,86.29559999999883
7414,鲜,a,形容词,143,0.0015,86.31509999999874
7415,电能,n,名词,143,0.0015,86.29709999999882
7416,四处,n,名词,143,0.0015,86.28959999999886
7417,牌子,n,名词,143,0.0015,86.29859999999881
7418,卖给,v,动词,143,0.0015,86.3000999999988
7419,检,v,动词,143,0.0015,86.3015999999988
7420,诱导,v,动词,143,0.0015,86.30309999999879
7421,少,v,动词,143,0.0015,86.31359999999874
7422,喉咙,n,名词,143,0.0015,86.30459999999879
7423,侵,v,动词,143,0.0015,86.30609999999878
7424,刻划,v,动词,143,0.0015,86.30759999999877
7425,农具,n,名词,143,0.0015,86.30909999999876
7426,别说,v,动词,143,0.0015,86.31059999999876
7427,民国,nt,时间名词,143,0.0015,86.31209999999875
7428,罚,v,动词,143,0.0015,86.31659999999873
7429,拿去,v,动词,143,0.0015,86.28659999999887
7430,岛屿,n,名词,143,0.0015,86.28509999999888
7431,父子,n,名词,143,0.0015,86.29109999999885
7432,各处,nl,处所名词,143,0.0015,86.26259999999898
7433,思想家,n,名词,143,0.0015,86.27459999999893
7434,业,k,后接成分,143,0.0015,86.26709999999896
7435,忍,v,动词,143,0.0015,86.26859999999895
7436,语境,n,名词,143,0.0015,86.27009999999895
7437,水手,n,名词,143,0.0015,86.27159999999894
7438,测出,v,动词,143,0.0015,86.27309999999893
7439,别,r,代词,143,0.0015,86.26559999999897
7440,不得,v,动词,143,0.0015,86.27609999999892
7441,驱逐,v,动词,143,0.0015,86.27759999999891
7442,嘱咐,v,动词,143,0.0015,86.2790999999989
7443,加大,v,动词,143,0.0015,86.2805999999989
7444,大衣,n,名词,143,0.0015,86.28809999999886
7445,解脱,v,动词,143,0.0015,86.28209999999889
7446,光源,n,名词,143,0.0015,86.26409999999898
7447,声响,n,名词,143,0.0015,86.28359999999888
7448,敌对,a,形容词,142,0.0015,86.35409999999855
7449,日趋,d,副词,142,0.0015,86.35709999999854
7450,图纸,n,名词,142,0.0015,86.35259999999856
7451,进城,v,动词,142,0.0015,86.34809999999858
7452,有如,v,动词,142,0.0015,86.36009999999852
7453,侮辱,v,动词,142,0.0015,86.35559999999855
7454,顶点,n,名词,142,0.0015,86.36159999999852
7455,纳,v,动词,142,0.0015,86.36309999999851
7456,杀害,v,动词,142,0.0015,86.3645999999985
7457,自在,a,形容词,142,0.0015,86.3660999999985
7458,社长,n,名词,142,0.0015,86.36759999999849
7459,章程,n,名词,142,0.0015,86.36909999999848
7460,细小,a,形容词,142,0.0015,86.37209999999847
7461,咦,e,叹词,142,0.0015,86.38409999999841
7462,会儿,nt,时间名词,142,0.0015,86.37809999999844
7463,反,d,副词,142,0.0015,86.38109999999843
7464,责任制,n,名词,142,0.0015,86.37959999999843
7465,比,n,名词,142,0.0015,86.38259999999842
7466,福,n,名词,142,0.0015,86.37659999999845
7467,制取,v,动词,142,0.0015,86.37059999999848
7468,无可奈何,i,习用语,142,0.0015,86.37509999999845
7469,陆,n,名词,142,0.0015,86.3855999999984
7470,有价值,v,动词,142,0.0015,86.37359999999846
7471,力图,v,动词,142,0.0015,86.35859999999853
7472,涌,v,动词,142,0.0015,86.34959999999857
7473,修正,v,动词,142,0.0015,86.31809999999872
7474,鸣,v,动词,142,0.0015,86.32859999999867
7475,有意思,v,动词,142,0.0015,86.33309999999865
7476,匈牙利,ns,地名,142,0.0015,86.32709999999868
7477,鲜艳,a,形容词,142,0.0015,86.32559999999869
7478,锡伯,ns,地名,142,0.0015,86.3240999999987
7479,封锁,v,动词,142,0.0015,86.3225999999987
7480,对外,v,动词,142,0.0015,86.32109999999871
7481,假使,c,连词,142,0.0015,86.31959999999872
7482,组,q,量词,142,0.0015,86.33009999999867
7483,砌,v,动词,142,0.0015,86.33459999999864
7484,线路,n,名词,142,0.0015,86.33609999999864
7485,杜,nhf,人名-姓,142,0.0015,86.33759999999863
7486,服务员,n,名词,142,0.0015,86.33909999999862
7487,先天,n,名词,142,0.0015,86.34059999999862
7488,应该说,v,动词,142,0.0015,86.34209999999861
7489,专业户,n,名词,142,0.0015,86.3435999999986
7490,风速,n,名词,142,0.0015,86.3450999999986
7491,置于,v,动词,142,0.0015,86.35109999999857
7492,蓬勃,a,形容词,142,0.0015,86.34659999999859
7493,稍微,d,副词,142,0.0015,86.33159999999866
7494,伸长,v,动词,141,0.0015,86.42309999999823
7495,雄伟,a,形容词,141,0.0015,86.42009999999824
7496,承受,v,动词,141,0.0015,86.42459999999822
7497,了不起,a,形容词,141,0.0015,86.42609999999821
7498,专用,v,动词,141,0.0015,86.42759999999821
7499,刘少奇,nh,人名,141,0.0015,86.4290999999982
7500,蹦,v,动词,141,0.0015,86.4305999999982
7501,同,a,形容词,141,0.0015,86.43209999999819
7502,连,d,副词,141,0.0015,86.43359999999818
7503,剧场,n,名词,141,0.0015,86.43509999999817
7504,评选,v,动词,141,0.0015,86.43959999999815
7505,坚实,a,形容词,141,0.0015,86.4515999999981
7506,便利,a,形容词,141,0.0015,86.4500999999981
7507,来源于,v,动词,141,0.0015,86.44859999999811
7508,去世,v,动词,141,0.0015,86.44709999999812
7509,据统计,v,动词,141,0.0015,86.44559999999812
7510,崩溃,v,动词,141,0.0015,86.44409999999813
7511,风光,n,名词,141,0.0015,86.44259999999814
7512,想象力,n,名词,141,0.0015,86.41559999999826
7513,妇,n,名词,141,0.0015,86.43659999999817
7514,分歧,n,名词,141,0.0015,86.43809999999816
7515,心血,n,名词,141,0.0015,86.44109999999814
7516,天下,n,名词,141,0.0015,86.42159999999824
7517,解散,v,动词,141,0.0015,86.41709999999826
7518,老年,nt,时间名词,141,0.0015,86.39759999999835
7519,宫廷,n,名词,141,0.0015,86.39309999999837
7520,版,n,名词,141,0.0015,86.40059999999833
7521,坏人,n,名词,141,0.0015,86.39159999999838
7522,淡水,n,名词,141,0.0015,86.39009999999838
7523,金牌,n,名词,141,0.0015,86.38859999999839
7524,二十八,m,数词,141,0.0015,86.3870999999984
7525,连结,v,动词,141,0.0015,86.39459999999836
7526,学徒,n,名词,141,0.0015,86.40209999999833
7527,劳,v,动词,141,0.0015,86.40359999999832
7528,所有者,n,名词,141,0.0015,86.40509999999831
7529,扭转,v,动词,141,0.0015,86.4065999999983
7530,那天,nt,时间名词,141,0.0015,86.41859999999825
7531,挫折,n,名词,141,0.0015,86.40959999999829
7532,行军,v,动词,141,0.0015,86.39609999999836
7533,醉,v,动词,141,0.0015,86.41109999999829
7534,舱,n,名词,141,0.0015,86.41259999999828
7535,外力,n,名词,141,0.0015,86.41409999999827
7536,复杂性,n,名词,141,0.0015,86.4080999999983
7537,种族,n,名词,141,0.0015,86.39909999999834
7538,波浪,n,名词,140,0.0015,86.48759999999793
7539,化学家,n,名词,140,0.0015,86.48309999999795
7540,下班,v,动词,140,0.0015,86.48459999999794
7541,杜威,nh,人名,140,0.0015,86.50409999999785
7542,窜,v,动词,140,0.0015,86.48609999999793
7543,衰变,v,动词,140,0.0015,86.48009999999796
7544,这边,n,名词,140,0.0015,86.48909999999792
7545,潘,nhf,人名-姓,140,0.0015,86.49059999999791
7546,插入,v,动词,140,0.0015,86.4920999999979
7547,当即,d,副词,140,0.0015,86.50259999999786
7548,重,v,动词,140,0.0015,86.4935999999979
7549,外在,a,形容词,140,0.0015,86.49509999999789
7550,少伟,nhs,人名-名,140,0.0015,86.49659999999788
7551,奴隶社会,n,名词,140,0.0015,86.49809999999788
7552,镇上,nl,处所名词,140,0.0015,86.49959999999787
7553,京,j,缩略语,140,0.0015,86.50109999999786
7554,简称,n,名词,140,0.0015,86.47709999999798
7555,跳动,v,动词,140,0.0015,86.50559999999784
7556,视线,n,名词,140,0.0015,86.48159999999795
7557,冲破,v,动词,140,0.0015,86.47559999999798
7558,主管,n,名词,140,0.0015,86.45309999999809
7559,蜡烛,n,名词,140,0.0015,86.46509999999803
7560,民主主义,n,名词,140,0.0015,86.45759999999807
7561,弟,n,名词,140,0.0015,86.45909999999806
7562,衰老,a,形容词,140,0.0015,86.46059999999805
7563,关闭,v,动词,140,0.0015,86.46209999999805
7564,账,n,名词,140,0.0015,86.46359999999804
7565,公主,n,名词,140,0.0015,86.45609999999807
7566,全村,n,名词,140,0.0015,86.46659999999802
7567,奇异,a,形容词,140,0.0015,86.46809999999802
7568,神经系统,n,名词,140,0.0015,86.46959999999801
